61.9888,0,0
30.9944,3.07692,100
6.19888,30.7692,200
32.1865,8.88889,300
5.96046,64,400
6.91414,68.9655,500
5.96046,96,600
7.15256,93.3333,700
5.96046,128,800
10.0136,85.7143,900
6.19888,153.846,1000
9.05991,115.789,1100
6.91414,165.517,1200
12.1593,101.961,1300
7.15256,186.667,1400
36.0012,39.7351,1500
13.8283,110.345,1600
5.96046,272,1700
6.91414,248.276,1800
7.15256,253.333,1900
9.05991,210.526,2000
7.15256,280,2100
7.15256,293.333,2200
9.05991,242.105,2300
7.15256,320,2400
10.0136,238.095,2500
13.8283,179.31,2600
10.0136,257.143,2700
10.0136,266.667,2800
9.05991,305.263,2900
8.10623,352.941,3000
9.05991,326.316,3100
8.82149,345.946,3200
10.0136,314.286,3300
10.0136,323.81,3400
10.0136,333.333,3500
10.0136,342.857,3600
10.0136,352.381,3700
10.0136,361.905,3800
13.113,283.636,3900
10.0136,380.952,4000
