13120.9,0,0
14639.9,0.00651423,100
14117,0.013511,200
14758.1,0.0193861,300
14118.2,0.0270197,400
14751,0.0323258,500
14117,0.040533,600
14753.1,0.0452496,700
6102.09,0.125029,800
14728.1,0.0582769,900
16145,0.0590694,1000
10002.1,0.104882,1100
15.974,71.6418,1200
7.86781,157.576,1300
7.15256,186.667,1400
69.1414,20.6897,1500
15.974,95.5224,1600
9.05991,178.947,1700
7.15256,240,1800
9.05991,200,1900
6.91414,275.862,2000
7.15256,280,2100
10.9673,191.304,2200
7.86781,278.788,2300
6.91414,331.034,2400
8.10623,294.118,2500
30.9944,80,2600
10.0136,257.143,2700
10.9673,243.478,2800
10.9673,252.174,2900
10.9673,260.87,3000
7.86781,375.758,3100
10.9673,278.261,3200
11.9209,264,3300
9.05991,357.895,3400
11.2057,297.872,3500
10.9673,313.043,3600
10.9673,321.739,3700
15.0204,241.27,3800
7.86781,472.727,3900
10.9673,347.826,4000
93.9369,41.6244,4100
3991.84,1.0034,4200
18.8351,217.722,4300
28.1334,149.153,4400
15.0204,285.714,4500
15.0204,292.063,4600
19.0735,235,4700
33.8554,135.211,4800
20.9808,222.727,4900
19.0735,250,5000
46.9685,103.553,5100
45.0611,110.053,5200
35.0475,144.218,5300
26.9413,191.15,5400
24.0803,217.822,5500
20.9808,254.545,5600
23.1266,235.052,5700
22.8882,241.667,5800
23.1266,243.299,5900
42.9153,133.333,6000
22.8882,254.167,6100
23.1266,255.67,6200
26.9413,223.009,6300
44.1074,138.378,6400
27.1797,228.07,6500
25.9876,242.202,6600
22.8882,279.167,6700
1176.83,5.51053,6800
24.0803,273.267,6900
25.034,266.667,7000
24.0803,281.188,7100
43.869,156.522,7200
24.0803,289.109,7300
24.0803,293.069,7400
23.8419,300,7500
44.1074,164.324,7600
25.034,293.333,7700
23.1266,321.649,7800
24.0803,312.871,7900
42.9153,177.778,8000
23.8419,324,8100
63.1809,123.774,8200
46.0148,172.021,8300
24.0803,332.673,8400
56.0284,144.681,8500
46.0148,178.238,8600
979.9,8.46715,8700
27.895,300.855,8800
32.1865,263.704,8900
46.0148,186.528,9000
30.0407,288.889,9100
25.034,350.476,9200
25.034,354.286,9300
26.9413,332.743,9400
25.034,361.905,9500
27.895,328.205,9600
25.034,369.524,9700
26.9413,346.903,9800
24.7955,380.769,9900
25.034,380.952,10000
42.9153,224.444,10100
31.9481,304.478,10200
25.9876,377.982,10300
24.7955,400,10400
45.7764,218.75,10500
31.9481,316.418,10600
27.1797,375.439,10700
25.9876,396.33,10800
30.9944,335.385,10900
25.9876,403.67,11000
1154.9,9.16598,11100
49.1142,217.476,11200
27.1797,396.491,11300
25.9876,418.349,11400
44.1074,248.649,11500
30.9944,356.923,11600
25.9876,429.358,11700
26.9413,417.699,11800
50.0679,226.667,11900
26.9413,424.779,12000
30.0407,384.127,12100
26.9413,431.858,12200
31.9481,367.164,12300
27.1797,435.088,12400
28.8486,413.223,12500
73.1945,164.169,12600
35.0475,345.578,12700
29.0871,419.672,12800
1018.05,12.0843,12900
31.9481,388.06,13000
27.1797,459.649,13100
49.1142,256.311,13200
28.1334,450.847,13300
25.9876,491.743,13400
28.1334,457.627,13500
46.9685,276.142,13600
34.0939,383.217,13700
32.9018,400,13800
49.8295,266.029,13900
28.8486,462.81,14000
26.9413,499.115,14100
26.9413,502.655,14200
47.2069,288.889,14300
30.9944,443.077,14400
34.0939,405.594,14500
53.8826,258.407,14600
34.0939,411.189,14700
32.9018,428.986,14800
34.0939,416.783,14900
51.9753,275.229,15000
1168.97,12.319,15100
43.869,330.435,15200
31.9481,456.716,15300
30.9944,473.846,15400
35.0475,421.769,15500
36.9549,402.581,15600
31.9481,468.657,15700
36.0012,418.543,15800
47.9221,316.418,15900
30.9944,492.308,16000
31.9481,480.597,16100
51.0216,302.804,16200
34.0939,455.944,16300
34.0939,458.741,16400
56.982,276.151,16500
35.0475,451.701,16600
975.847,16.3205,16700
56.982,281.172,16800
36.9549,436.129,16900
32.9018,492.754,17000
51.9753,313.761,17100
35.0475,468.027,17200
32.1865,512.593,17300
51.0216,325.234,17400
36.0012,463.576,17500
33.1402,506.475,17600
31.9481,528.358,17700
39.1006,434.146,17800
35.0475,487.075,17900
31.9481,537.313,18000
38.147,452.5,18100
36.0012,482.119,18200
36.0012,484.768,18300
37.9086,462.893,18400
42.9153,411.111,18500
32.9018,539.13,18600
1173.97,15.1909,18700
36.0012,498.013,18800
51.9753,346.789,18900
32.9018,550.725,19000
35.0475,519.728,19100
56.0284,326.809,19200
35.0475,525.17,19300
32.9018,562.319,19400
54.121,343.612,19500
36.0012,519.205,19600
35.0475,536.054,19700
51.9753,363.303,19800
36.9549,513.548,19900
40.0543,476.19,20000
51.0216,375.701,20100
957.966,20.1095,20200
38.8622,498.16,20300
46.0148,422.798,20400
56.982,343.096,20500
40.0543,490.476,20600
34.0939,579.021,20700
82.016,241.86,20800
37.9086,525.786,20900
48.1606,415.842,21000
38.147,527.5,21100
33.8554,597.183,21200
53.8826,376.991,21300
37.9086,538.365,21400
36.9549,554.839,21500
56.0284,367.66,21600
41.008,504.651,21700
34.0939,609.79,21800
68.903,303.114,21900
36.0012,582.781,22000
1218.08,17.3028,22100
37.9086,558.491,22200
38.147,557.5,22300
41.9617,509.091,22400
37.9086,566.038,22500
36.9549,583.226,22600
38.147,567.5,22700
36.9549,588.387,22800
39.1006,558.537,22900
38.8622,564.417,23000
37.1933,592.308,23100
56.982,388.285,23200
44.8227,495.745,23300
41.008,544.186,23400
959.873,23.3482,23500
66.9956,335.943,23600
48.8758,462.439,23700
36.9549,614.194,23800
41.008,555.814,23900
37.9086,603.774,24000
56.982,403.347,24100
41.9617,550,24200
41.008,565.116,24300
61.0352,381.25,24400
41.9617,556.818,24500
37.9086,618.868,24600
55.0747,427.706,24700
39.1006,604.878,24800
81.0623,292.941,24900
40.0543,595.238,25000
41.9617,570.455,25100
57.2205,420,25200
1207.11,19.9881,25300
57.9357,418.107,25400
38.8622,625.767,25500
44.1074,553.514,25600
59.1278,414.516,25700
39.1006,629.268,25800
40.0543,616.667,25900
41.008,604.651,26000
39.1006,636.585,26100
41.008,609.302,26200
41.008,611.628,26300
41.9617,600,26400
58.1741,434.426,26500
44.1074,575.135,26600
954.866,26.6667,26700
39.1006,653.659,26800
52.9289,484.685,26900
43.1538,596.685,27000
61.0352,423.438,27100
40.0543,647.619,27200
46.0148,565.803,27300
46.9685,556.345,27400
42.9153,611.111,27500
59.1278,445.161,27600
41.008,644.186,27700
41.008,646.512,27800
59.1278,450,27900
41.9617,636.364,28000
41.008,653.488,28100
62.9425,427.273,28200
51.0216,528.972,28300
80.1086,338.095,28400
1211.88,22.4277,28500
64.1346,425.279,28600
46.0148,594.819,28700
60.0815,457.143,28800
44.1074,624.865,28900
87.9765,314.363,29000
45.0611,615.873,29100
46.0148,605.181,29200
61.0352,457.812,29300
42.9153,653.333,29400
70.0951,401.361,29500
916.004,30.8173,29600
62.9425,450,29700
46.0148,617.617,29800
66.9956,425.623,29900
52.9289,540.541,30000
46.9685,611.168,30100
63.8962,450.746,30200
42.9153,673.333,30300
60.0815,482.54,30400
48.8758,595.122,30500
44.1074,661.622,30600
66.0419,443.321,30700
46.9685,625.381,30800
58.8894,500.405,30900
47.9221,616.915,31000
46.9685,631.472,31100
72.0024,413.245,31200
57.9357,515.226,31300
1255.99,23.8421,31400
63.8962,470.149,31500
47.9221,628.856,31600
62.9425,480.303,31700
51.0216,594.393,31800
48.1606,631.683,31900
63.8962,477.612,32000
48.8758,626.341,32100
66.0419,464.982,32200
51.0216,603.738,32300
45.0611,685.714,32400
863.075,35.9116,32500
51.0216,609.346,32600
63.8962,488.06,32700
49.1142,636.893,32800
72.9561,430.065,32900
47.9221,656.716,33000
