53.8826,0,0
23.1266,4.12371,100
10.0136,19.0476,200
26.9413,10.6195,300
20.0272,19.0476,400
5.96046,80,500
6.91414,82.7586,600
5.96046,112,700
5.96046,128,800
12.1593,70.5882,900
13.113,72.7273,1000
5.96046,176,1100
6.91414,165.517,1200
6.91414,179.31,1300
8.10623,164.706,1400
39.8159,35.9281,1500
13.113,116.364,1600
10.9673,147.826,1700
5.96046,288,1800
7.15256,253.333,1900
10.9673,173.913,2000
6.91414,289.655,2100
6.91414,303.448,2200
6.91414,317.241,2300
7.86781,290.909,2400
7.86781,303.03,2500
8.10623,305.882,2600
10.0136,257.143,2700
7.15256,373.333,2800
8.10623,341.176,2900
7.15256,400,3000
8.10623,364.706,3100
7.15256,426.667,3200
8.10623,388.235,3300
8.10623,400,3400
7.86781,424.242,3500
9.05991,378.947,3600
9.05991,389.474,3700
7.86781,460.606,3800
7.86781,472.727,3900
7.15256,533.333,4000
107.05,0,0
18.1198,5.26316,100
15.0204,12.6984,200
36.0012,7.94702,300
10.0136,38.0952,400
5.96046,80,500
6.19888,92.3077,600
5.96046,112,700
5.96046,128,800
15.0204,57.1429,900
6.91414,137.931,1000
6.91414,151.724,1100
6.91414,165.517,1200
6.91414,179.31,1300
6.91414,193.103,1400
40.0543,35.7143,1500
16.9277,90.1408,1600
6.91414,234.483,1700
6.91414,248.276,1800
6.91414,262.069,1900
8.10623,235.294,2000
7.15256,280,2100
7.15256,293.333,2200
7.15256,306.667,2300
6.91414,331.034,2400
6.91414,344.828,2500
12.8746,192.593,2600
8.10623,317.647,2700
8.10623,329.412,2800
7.15256,386.667,2900
8.10623,352.941,3000
8.10623,364.706,3100
7.86781,387.879,3200
9.05991,347.368,3300
7.86781,412.121,3400
8.82149,378.378,3500
10.0136,342.857,3600
8.82149,400,3700
9.05991,400,3800
9.05991,410.526,3900
9.05991,421.053,4000
